541 21305
426 455 38
45 130 50
5 311 33
144 439 50
70 245 4
94 332 26
134 148 65
310 417 9
457 480 48
368 519 62
56 64 24
347 482 97
114 327 20
26 311 91
38 268 55
179 539 45
67 250 10
348 500 100
205 338 9
90 360 39
86 176 55
64 202 89
325 373 34
396 400 33
50 270 14
81 539 60
220 348 60
5 211 7
338 467 94
150 317 36
287 328 26
10 130 14
7 86 8
115 487 79
334 353 38
316 365 44
43 337 64
321 342 93
287 335 14
216 294 9
144 490 1
208 294 95
76 245 15
154 488 9
126 413 16
287 526 47
309 453 81
133 221 44
186 375 79
24 426 43
123 425 57
61 99 24
85 406 21
44 157 85
471 501 93
104 244 19
4 376 17
91 464 80
127 516 46
54 471 60
131 309 94
292 346 97
148 174 8
26 507 87
297 352 71
316 386 88
448 494 10
119 382 92
251 325 77
411 459 73
392 495 62
51 327 57
243 306 17
252 343 28
50 171 61
376 401 44
130 164 87
215 377 26
175 398 71
61 383 57
2 157 65
177 217 85
358 478 53
345 440 64
67 339 91
21 94 3
199 421 72
459 530 74
13 496 93
410 422 29
185 476 36
185 250 95
13 366 25
155 453 71
87 382 64
371 469 83
151 288 89
174 248 45
301 315 62
125 431 9
110 297 7
73 304 58
80 476 82
419 518 5
77 503 31
388 464 48
236 297 51
89 141 12
253 418 25
40 307 35
304 332 50
508 509 14
119 430 10
142 279 87
106 351 20
91 177 63
96 133 7
217 476 68
154 198 54
51 222 82
293 438 89
107 174 95
21 492 42
78 324 61
269 389 94
85 369 20
101 217 85
18 76 74
233 499 60
155 390 25
65 394 22
27 225 40
292 440 9
464 531 94
22 260 99
1 318 92
98 533 44
157 528 49
55 305 24
99 464 89
255 314 47
322 356 69
132 208 85
481 488 99
6 95 49
154 171 51
284 420 40
445 473 91
342 383 66
102 114 91
114 192 66
34 52 21
220 392 50
230 320 59
90 156 33
44 253 97
190 394 15
451 466 66
172 254 37
330 380 13
120 456 14
48 357 17
48 143 6
339 378 28
315 461 85
191 261 82
124 382 34
150 422 18
126 535 20
257 310 9
129 482 1
62 132 8
81 287 18
41 145 52
297 340 42
92 400 55
104 484 43
255 266 21
397 470 98
243 282 91
119 505 98
374 427 55
6 202 66
148 452 12
55 228 78
37 338 39
88 287 63
44 233 6
67 422 66
9 55 96
271 444 76
2 295 34
24 147 60
128 337 77
81 152 72
66 447 80
73 491 83
56 309 1
93 234 60
51 72 60
142 386 18
54 466 49
4 300 49
284 313 45
167 487 84
31 192 28
396 426 94
229 338 56
265 367 12
432 454 87
55 486 45
185 415 72
129 202 73
191 283 11
70 194 76
247 405 72
8 22 17
28 211 56
218 219 22
127 193 76
396 538 5
219 414 95
158 404 23
121 269 74
324 510 30
169 360 55
194 201 4
75 171 90
265 322 18
48 231 2
169 483 67
348 532 20
56 525 47
95 256 99
208 336 32
280 510 73
65 91 17
154 183 74
88 270 63
342 356 62
131 483 92
346 378 84
236 392 11
338 503 61
321 386 29
23 498 62
377 480 45
291 520 12
273 366 28
263 310 49
95 460 78
183 331 40
107 120 79
92 368 51
171 204 41
130 325 32
22 323 72
193 325 87
124 467 9
237 374 83
200 424 36
204 284 99
467 473 22
373 407 64
104 239 60
191 459 26
183 377 77
121 379 35
6 405 63
133 327 79
299 433 10
8 243 31
181 264 41
37 511 92
6 110 69
161 537 11
328 382 67
339 524 59
56 427 32
70 410 33
293 395 12
371 521 58
18 278 8
15 101 46
261 398 60
106 457 73
58 154 92
20 128 67
114 410 61
58 353 8
306 516 3
253 396 68
78 438 48
87 193 44
69 247 46
21 193 81
66 410 27
150 178 96
245 321 23
465 530 43
164 299 59
270 298 75
256 358 57
74 242 100
361 533 28
11 178 15
40 151 62
7 74 60
243 492 99
21 107 70
154 335 88
275 389 88
53 418 84
270 518 100
32 217 83
500 534 23
85 443 32
404 461 13
127 363 51
360 367 47
117 186 58
294 335 72
354 431 46
212 515 17
21 43 36
70 197 77
104 415 30
307 377 32
163 462 26
511 518 15
92 461 33
257 403 55
198 334 12
430 461 45
217 341 14
358 470 46
273 301 71
29 338 23
37 139 31
4 390 86
9 232 56
26 417 43
43 132 59
69 199 59
169 403 27
326 406 63
20 460 25
4 141 53
216 492 73
173 215 95
154 514 98
77 217 75
37 473 53
55 493 14
424 478 64
222 517 47
86 99 1
13 162 6
158 504 57
306 501 55
116 526 39
45 184 3
246 508 52
46 130 24
100 331 63
153 259 47
63 170 1
93 388 57
325 521 74
254 371 43
307 485 89
135 364 7
247 289 93
195 469 74
87 93 92
219 524 12
74 413 45
213 272 50
112 534 14
418 420 53
333 476 90
38 146 58
146 432 78
55 405 31
378 532 82
163 489 69
54 151 59
129 393 15
229 403 78
74 219 98
69 97 83
184 541 92
61 311 68
71 124 84
391 522 16
173 500 83
407 476 57
260 527 48
82 534 75
353 535 1
63 116 51
247 310 83
319 464 70
306 530 20
37 230 66
440 521 91
15 538 25
87 405 92
34 189 71
136 252 34
212 403 24
501 538 19
7 346 82
160 308 92
197 315 73
179 524 85
157 523 8
66 221 72
148 442 67
246 485 72
280 501 46
226 291 72
180 503 66
240 508 40
203 204 96
80 516 16
61 158 37
439 461 100
261 428 95
285 462 72
175 483 35
60 372 70
461 499 6
39 285 67
96 458 58
129 299 51
54 417 11
95 257 2
112 458 16
364 434 12
228 402 22
177 348 67
315 343 19
12 365 32
136 357 41
7 183 55
82 186 53
113 260 69
407 462 49
245 366 76
69 376 3
200 208 38
113 390 12
243 497 18
97 465 85
93 229 28
11 158 82
299 504 84
8 275 35
290 359 88
19 253 48
300 306 57
102 450 36
126 368 24
277 410 28
194 487 83
270 377 67
81 155 47
261 262 30
55 104 33
153 504 1
120 214 13
121 145 48
105 202 13
25 361 17
52 529 54
360 387 64
360 515 30
363 382 52
392 487 82
10 75 3
139 420 8
227 453 29
385 509 80
363 452 74
78 231 15
54 276 27
451 520 25
288 397 79
69 202 94
122 423 15
39 467 100
449 496 43
473 489 83
150 234 83
2 521 9
342 456 46
33 499 20
337 541 59
5 242 67
433 514 78
170 479 65
116 448 9
204 305 88
323 395 39
129 374 94
19 327 41
65 494 81
381 524 69
106 434 16
312 342 25
136 272 99
235 263 5
232 441 71
337 395 37
239 394 43
424 515 58
196 499 54
493 508 55
159 485 22
261 271 73
250 419 53
446 488 5
356 538 94
1 485 14
32 273 35
35 467 68
176 311 97
307 435 47
175 470 51
247 511 22
108 362 7
156 423 74
253 293 57
19 460 74
80 376 26
57 439 37
321 528 53
228 376 95
5 327 32
309 370 47
291 319 77
110 260 69
104 268 1
80 517 70
183 402 100
41 173 17
63 269 47
495 512 33
372 396 80
216 521 35
74 307 56
304 393 6
57 275 57
52 110 20
423 446 81
313 370 47
110 488 1
213 335 24
15 500 87
77 130 47
174 376 67
82 436 99
60 201 24
95 330 85
359 515 90
217 450 96
339 496 64
510 518 7
150 167 58
77 162 6
240 391 39
223 273 41
130 514 58
351 432 69
57 75 70
390 426 42
188 493 90
41 108 81
351 441 72
126 401 41
523 524 80
170 198 9
316 402 32
135 523 98
320 366 53
202 518 11
189 382 53
37 71 32
304 492 68
302 381 18
13 108 7
13 421 36
251 503 5
314 371 5
351 408 22
14 94 87
92 430 55
344 391 36
221 355 39
331 388 51
372 534 45
18 423 10
258 447 33
41 299 8
26 197 65
178 317 62
299 539 66
41 137 71
266 280 81
110 187 16
496 529 95
35 111 33
155 302 16
200 529 32
210 373 11
290 485 91
143 365 28
5 101 17
413 466 92
190 486 57
63 517 39
22 56 60
158 213 23
121 373 89
46 97 27
62 66 55
418 438 57
143 350 91
33 74 54
494 520 15
203 519 34
196 261 82
70 201 96
265 525 60
281 339 51
242 308 97
216 451 10
120 233 33
274 332 68
72 318 79
47 53 19
21 500 95
305 501 13
140 514 41
20 288 52
63 451 11
160 234 95
106 380 29
32 500 65
25 182 83
20 491 6
98 477 95
208 389 15
54 94 48
68 271 42
270 286 39
29 315 69
64 485 9
118 132 70
185 260 24
146 391 21
83 392 78
266 540 2
23 400 36
17 334 27
363 487 74
303 507 40
17 181 25
137 378 97
141 524 78
329 425 22
151 323 19
33 173 44
405 512 25
250 514 44
393 467 37
74 181 99
100 117 28
95 416 85
185 221 67
82 387 52
48 465 82
150 330 82
115 134 9
122 356 50
41 406 18
155 352 5
80 343 86
432 446 57
14 526 64
109 257 60
86 92 67
76 488 22
153 177 42
212 245 65
137 521 32
309 457 14
285 397 92
32 523 50
313 424 67
164 224 97
25 483 62
94 286 47
358 519 55
201 493 84
103 515 70
187 491 41
79 369 14
300 454 48
244 474 74
20 155 75
103 344 91
284 538 56
222 535 60
251 369 7
143 164 11
154 433 96
412 528 47
70 404 43
219 429 56
29 416 66
28 429 77
214 415 84
39 108 83
19 348 30
82 159 73
280 415 51
221 325 88
124 153 12
178 450 46
68 268 63
323 472 87
215 292 57
8 61 74
353 452 93
408 424 49
100 124 24
23 374 90
425 510 15
194 239 78
8 197 95
55 323 57
90 440 71
104 300 25
143 318 66
312 471 77
8 65 98
93 307 83
184 227 40
176 329 70
233 241 7
41 113 60
384 520 10
3 351 29
426 473 51
69 83 32
121 176 76
196 462 34
27 279 84
120 284 60
79 366 44
318 333 15
70 267 43
65 100 29
259 335 2
263 412 35
71 135 63
231 386 38
144 263 100
14 200 80
401 422 57
103 158 62
164 463 90
155 306 50
25 447 25
176 402 42
474 495 74
192 444 77
26 440 6
240 247 32
135 391 15
291 379 42
16 308 20
106 196 97
78 244 68
388 457 44
31 147 48
15 53 51
70 450 95
178 418 81
458 482 73
71 333 4
377 442 92
292 420 86
405 536 57
69 87 98
143 530 89
16 502 66
95 352 85
92 197 56
258 321 75
29 122 19
224 457 22
79 150 47
11 295 12
269 295 96
353 366 58
241 419 99
171 320 96
74 248 78
210 506 70
9 109 54
158 347 21
188 196 85
75 471 18
185 220 38
389 399 8
80 443 23
228 439 63
160 478 33
79 515 100
6 396 75
394 474 74
5 66 36
99 218 22
124 218 30
202 368 35
50 155 99
167 323 46
16 229 73
81 87 61
164 524 10
109 412 25
261 513 64
212 530 48
169 372 29
246 348 50
344 441 2
88 141 15
5 221 9
323 449 4
198 435 69
334 357 78
45 473 34
81 273 11
291 361 85
53 178 42
208 516 38
159 335 53
323 512 82
446 518 72
109 238 67
49 99 71
234 479 82
365 369 74
49 298 63
105 172 61
471 502 34
190 350 61
2 305 93
197 372 83
154 395 6
182 398 46
34 494 21
23 413 74
531 536 96
304 430 100
202 252 32
193 308 59
54 502 35
329 511 23
36 256 83
54 217 72
34 479 12
166 337 65
69 288 88
197 349 35
68 467 93
5 404 67
279 517 40
167 273 58
432 437 4
322 335 86
409 456 99
274 533 34
346 438 33
137 191 53
459 529 71
404 450 51
166 525 15
140 432 25
327 369 97
142 323 27
237 442 18
318 391 87
182 474 91
345 443 25
212 478 17
246 388 3
301 385 42
177 290 29
279 283 73
61 440 60
133 259 84
63 330 42
388 539 42
65 363 39
12 431 94
119 536 58
21 344 84
341 471 81
137 288 54
126 280 49
102 150 70
304 485 48
13 117 43
461 521 84
261 385 55
178 315 70
226 383 65
194 242 35
116 290 86
150 281 1
17 99 71
94 436 44
189 521 26
429 533 37
264 366 8
494 502 41
62 110 37
175 530 31
91 460 33
240 512 68
278 492 89
160 429 67
10 224 5
199 406 50
96 399 56
345 405 67
232 505 66
26 425 96
467 503 17
462 480 96
199 339 48
43 456 98
376 413 13
186 533 65
184 487 35
324 515 9
111 253 53
119 377 11
265 318 54
206 219 90
31 272 84
168 179 76
301 379 11
16 442 41
293 420 60
50 191 97
16 42 87
303 430 18
18 320 42
38 241 39
138 442 96
396 492 87
34 476 85
76 363 61
156 357 14
68 319 82
374 515 3
475 490 64
95 359 80
97 184 67
125 338 85
391 401 54
177 260 78
284 348 74
200 245 59
231 353 94
173 406 94
170 318 25
34 153 82
171 318 35
43 268 50
141 154 38
353 456 30
35 517 9
109 529 8
146 407 72
365 390 25
253 487 45
41 331 14
76 218 47
161 276 78
275 283 58
228 390 18
257 276 51
60 464 75
156 368 54
345 371 33
419 420 66
61 161 96
82 502 39
40 488 55
470 535 18
48 192 50
341 533 72
7 464 88
10 533 72
138 302 29
323 460 72
86 406 53
245 386 31
156 197 14
46 446 19
113 174 1
14 534 68
107 182 97
44 226 64
132 489 87
164 352 1
202 420 84
122 311 47
274 538 100
2 230 55
232 259 15
193 532 77
335 441 79
51 175 64
49 142 1
379 423 89
104 369 69
79 244 51
249 446 85
72 238 42
10 178 8
22 390 10
125 392 14
84 520 32
123 374 55
342 427 14
45 177 29
225 516 41
253 496 42
24 292 1
46 70 49
251 436 36
257 480 6
314 535 69
3 509 11
51 388 81
280 474 57
148 352 99
95 307 84
32 502 25
1 197 87
301 390 87
240 251 18
15 55 40
108 296 80
383 520 84
375 387 91
64 86 4
156 261 20
88 406 76
105 471 91
171 271 81
131 306 10
191 425 4
66 433 26
262 294 53
333 538 94
99 404 36
14 140 12
17 473 99
82 323 80
211 471 28
1 395 58
339 499 32
21 171 50
178 488 89
6 57 38
137 239 16
253 353 56
124 367 35
479 514 37
201 320 21
229 238 46
259 433 70
30 439 61
49 116 85
201 444 82
18 410 99
14 114 13
340 448 50
5 409 44
86 170 31
84 164 49
167 201 71
110 319 66
211 422 50
234 364 24
48 256 50
183 300 78
103 470 51
113 273 72
354 435 93
152 155 61
122 394 89
249 386 63
8 291 30
86 106 49
283 375 61
96 464 59
436 479 56
403 454 61
127 467 23
77 296 86
195 470 35
122 459 83
11 281 55
36 455 19
215 321 78
232 461 37
378 419 85
46 60 59
52 523 42
145 236 11
68 195 12
402 532 89
464 519 25
68 294 1
322 445 95
219 329 79
109 157 2
76 478 60
36 448 20
158 482 47
26 364 74
208 326 51
214 413 45
83 277 35
227 319 84
384 430 64
45 294 95
22 193 62
193 504 32
338 528 96
367 522 16
118 457 58
100 196 12
357 493 60
77 322 96
85 441 85
129 169 68
142 519 58
325 345 99
68 196 96
331 526 70
515 527 87
31 268 24
57 266 27
284 518 59
69 243 52
93 392 36
19 28 4
213 490 38
380 467 70
502 536 70
165 451 91
102 399 3
109 318 68
242 315 90
214 256 59
309 450 86
185 339 65
452 487 68
197 239 7
46 463 14
6 505 60
228 516 35
4 428 10
429 505 59
339 450 31
16 368 18
220 530 17
275 293 65
73 448 89
289 485 13
250 503 29
8 501 69
289 295 51
153 168 56
5 91 84
27 257 42
36 348 56
308 537 38
24 217 15
215 437 65
105 448 81
6 445 54
217 398 37
118 284 62
250 459 70
104 243 16
66 265 82
183 299 95
181 307 12
320 495 52
137 475 63
172 540 67
286 439 55
277 329 14
13 85 41
459 520 81
154 484 74
98 159 72
352 517 29
117 209 33
46 500 86
148 525 23
446 503 20
384 535 27
271 454 52
391 439 11
396 507 80
236 337 42
215 494 24
253 531 59
139 312 82
32 541 7
20 42 92
82 200 41
69 187 81
315 470 35
256 492 81
96 249 12
395 536 3
128 381 38
173 526 98
372 467 100
106 391 35
216 461 72
90 500 92
73 532 50
247 333 78
69 337 11
36 466 17
249 306 10
403 404 6
459 509 26
24 316 48
150 367 100
151 216 10
7 36 46
159 217 11
214 423 95
478 525 23
132 532 26
73 99 86
382 520 82
50 522 47
36 303 81
174 201 51
388 460 86
20 36 91
398 493 87
29 481 2
454 539 5
80 518 27
15 257 17
313 496 78
141 438 85
163 199 21
34 389 75
61 363 76
175 188 89
404 433 59
273 367 68
182 189 45
188 394 95
435 532 27
135 389 44
14 95 2
20 216 2
135 343 83
135 217 23
152 430 96
302 360 37
193 529 46
273 453 39
34 413 46
130 472 73
297 312 7
4 94 66
184 443 74
91 367 10
9 34 78
24 99 56
374 404 88
73 504 35
104 330 77
336 441 83
135 233 61
470 475 43
424 501 84
396 493 8
191 223 15
34 487 43
136 239 22
35 100 67
500 526 13
7 79 61
310 393 33
139 290 88
7 306 82
261 392 56
156 345 71
4 372 2
144 187 35
158 350 37
78 507 55
241 343 67
84 439 75
149 223 79
166 293 28
257 521 38
241 480 1
20 337 67
213 269 80
18 172 72
151 438 54
67 203 36
112 216 64
1 167 5
229 321 62
213 366 29
353 465 57
72 449 51
62 103 21
322 501 37
21 297 71
232 362 71
184 540 53
125 327 6
267 459 37
246 253 12
117 444 54
390 528 43
187 299 22
56 239 27
253 486 90
64 350 13
12 433 25
246 403 91
246 417 59
1 223 12
7 298 6
88 238 9
76 342 32
284 447 4
134 179 1
189 338 61
468 477 3
159 264 60
6 263 80
247 301 42
155 222 32
162 172 48
81 203 77
208 503 1
197 503 27
28 339 44
54 269 91
55 122 93
198 307 86
245 284 63
94 457 5
148 317 83
362 484 30
349 538 80
264 407 8
115 423 80
83 501 61
485 520 29
152 512 40
323 466 14
100 354 63
145 472 96
346 448 47
16 128 32
144 422 95
78 90 35
457 458 37
77 458 31
35 66 15
199 484 84
87 88 6
134 453 12
56 326 40
475 510 70
25 470 8
342 511 85
443 490 69
95 483 60
79 368 99
132 280 29
156 512 22
253 497 11
40 531 55
123 173 16
109 174 40
197 537 63
293 465 50
111 478 65
97 346 65
411 525 29
98 330 93
53 191 69
425 448 71
220 300 99
17 136 98
288 521 81
370 380 58
141 381 37
158 446 89
204 537 85
124 221 93
288 341 13
102 354 53
73 198 65
195 540 24
142 224 80
197 422 86
71 294 37
112 313 45
410 429 67
164 519 15
47 249 41
68 355 5
89 164 68
17 35 86
59 309 6
323 490 74
80 301 11
12 338 87
299 376 92
147 491 26
44 156 56
236 275 94
147 366 42
27 175 56
90 449 11
139 433 37
7 433 62
220 470 27
123 209 12
389 519 78
267 541 3
168 416 44
409 511 83
312 467 50
169 525 64
295 362 36
160 249 23
191 198 80
40 421 54
317 486 47
218 451 46
175 342 39
89 412 76
31 424 28
403 456 2
231 504 14
41 248 11
357 459 75
29 488 70
297 470 42
276 368 40
208 360 32
216 293 24
65 75 5
139 198 59
3 474 16
424 444 55
242 412 15
455 510 67
51 270 59
161 316 33
397 516 79
18 538 92
108 439 77
133 434 12
167 290 9
56 312 98
151 377 83
55 272 9
45 474 30
383 415 37
81 366 4
85 297 4
215 533 66
53 469 46
37 67 30
179 396 87
16 253 30
374 435 16
147 154 51
360 541 10
168 232 55
359 431 39
335 361 86
207 340 89
152 293 51
347 437 76
150 430 74
154 337 30
7 218 57
132 156 46
374 399 39
314 501 88
164 179 1
123 349 99
45 56 68
118 386 85
157 280 16
108 111 53
212 248 19
61 298 79
127 314 70
20 346 29
115 483 90
28 274 32
22 303 62
51 484 69
22 26 17
108 435 12
23 52 5
250 317 68
54 363 67
59 147 43
86 475 48
319 393 75
418 522 40
165 516 97
57 291 97
147 476 59
131 430 20
68 499 37
194 380 6
282 436 27
131 329 42
372 518 94
106 334 70
99 180 51
254 350 58
152 269 68
63 243 100
266 322 96
411 450 70
2 73 70
40 199 23
204 469 16
230 311 7
323 488 16
67 469 94
91 522 3
29 125 39
141 339 65
449 475 68
11 265 100
338 455 36
497 535 29
170 507 19
231 517 53
136 258 45
155 300 3
28 418 11
437 510 16
53 229 81
359 372 46
172 418 45
252 310 54
66 390 70
108 314 4
449 512 60
33 94 61
207 390 81
182 538 98
146 356 19
36 352 98
447 540 86
40 206 32
16 332 35
32 415 32
131 508 32
30 89 80
90 147 55
118 372 8
100 448 8
96 298 61
29 150 44
24 448 77
99 408 1
387 417 21
349 529 1
184 361 37
13 403 17
266 357 91
55 474 28
69 431 76
68 98 84
250 440 3
406 449 28
224 316 63
392 441 4
90 159 63
365 379 72
306 406 28
392 411 74
272 399 58
83 330 47
185 204 15
141 361 89
2 110 80
188 398 57
61 385 60
196 439 67
258 356 91
84 239 69
160 195 62
123 197 47
100 280 6
347 376 37
142 177 36
67 436 27
307 396 50
202 287 59
115 286 89
100 217 3
69 286 65
182 359 88
206 424 34
33 436 86
116 264 27
324 452 13
348 509 98
273 350 26
41 47 14
336 479 85
62 297 64
159 176 7
462 510 17
14 411 8
140 524 10
510 539 94
243 265 29
310 433 97
234 303 18
280 434 91
203 344 30
81 342 68
244 266 41
161 474 15
189 206 50
201 247 54
65 400 17
282 415 8
332 394 24
113 190 67
293 321 25
22 453 10
16 318 92
1 114 30
419 538 73
17 405 45
124 490 7
355 372 50
51 349 49
295 375 97
15 511 35
20 122 9
22 225 19
82 193 19
44 469 97
110 491 65
49 308 96
36 213 91
144 460 67
241 306 53
164 370 54
129 197 85
409 452 32
90 179 34
73 261 91
46 448 89
69 264 59
315 370 81
362 405 40
261 431 97
506 529 1
79 275 100
311 440 73
241 431 29
194 244 60
237 319 27
137 253 49
77 118 99
41 267 27
242 520 70
304 455 6
197 506 16
297 436 90
108 330 56
102 110 42
138 282 85
309 332 65
213 354 23
148 299 99
79 401 38
403 424 13
186 502 39
167 230 33
205 264 39
168 359 98
62 131 26
432 443 23
156 434 52
423 536 77
395 479 98
327 538 16
99 188 43
339 429 55
256 510 37
52 335 1
60 72 63
157 540 83
72 89 83
9 336 76
379 530 29
487 507 53
236 271 48
423 456 7
129 162 18
228 366 41
280 417 51
187 288 18
136 366 88
396 399 59
185 238 95
42 109 32
292 480 34
245 389 28
211 331 20
102 338 5
158 477 13
168 350 93
383 422 51
159 238 84
60 367 49
8 437 44
31 359 43
449 469 33
78 445 27
123 421 93
311 527 87
138 514 63
239 342 55
344 528 34
101 444 52
86 185 21
253 465 1
12 478 98
377 528 69
35 218 40
175 452 50
263 369 12
72 192 37
17 254 98
227 378 26
227 536 98
26 479 9
122 229 86
329 503 79
179 488 42
187 382 15
223 397 45
247 354 66
109 530 23
372 479 74
61 319 61
1 503 42
479 495 40
70 470 14
191 271 30
115 465 84
108 238 40
356 447 74
203 326 55
77 285 73
418 468 1
5 280 62
177 432 34
381 394 14
97 388 100
135 301 92
378 519 43
305 439 70
192 283 49
70 138 4
278 362 70
385 417 37
61 174 98
230 406 83
208 300 56
293 389 25
179 465 45
166 171 7
414 434 94
83 110 4
203 446 36
161 450 71
75 98 32
79 130 67
203 538 95
1 335 90
41 512 14
149 191 75
87 475 73
191 419 78
162 179 98
13 510 53
357 442 13
150 383 46
42 263 72
38 472 19
49 97 85
59 103 91
440 499 82
293 365 34
153 253 11
177 495 50
142 326 99
94 535 94
30 409 86
2 415 93
69 442 78
223 307 34
26 61 54
195 398 23
216 242 17
4 99 70
421 490 16
122 235 79
75 443 71
56 408 75
35 466 75
217 239 86
431 485 24
275 343 31
94 157 1
26 237 33
301 422 29
375 379 37
293 528 24
324 521 80
45 48 20
45 476 47
325 488 89
18 40 27
264 384 74
277 395 57
213 440 57
333 422 6
58 379 3
475 489 86
97 207 87
488 516 44
245 257 3
111 444 97
21 453 70
92 367 49
78 498 52
110 144 81
481 493 6
135 456 48
214 397 88
198 204 95
10 200 53
365 464 75
168 520 22
55 403 85
187 372 76
187 518 56
196 471 83
375 513 9
193 336 23
117 462 68
209 374 28
204 231 56
4 369 16
40 89 69
408 492 48
157 326 46
9 231 57
154 396 34
312 354 97
232 267 16
366 368 50
98 538 84
210 500 48
4 17 71
34 173 44
55 430 90
167 485 20
16 260 42
269 347 71
254 309 18
65 129 67
209 397 30
200 261 46
52 109 59
271 526 90
56 482 40
202 512 69
77 97 63
403 536 12
164 289 95
269 445 2
14 363 65
75 157 84
53 237 88
349 531 87
233 319 14
72 99 77
356 383 48
27 390 4
195 345 82
222 349 59
211 477 28
328 372 94
438 462 3
226 361 1
42 136 79
124 210 89
262 470 25
448 501 83
269 333 78
24 275 66
83 292 74
318 383 21
128 404 68
336 482 14
308 324 26
175 420 84
131 377 48
223 380 70
490 494 93
49 118 7
19 385 47
113 240 34
351 407 66
264 344 32
111 203 58
78 435 24
205 220 6
276 399 75
215 540 26
79 410 51
110 496 64
283 494 58
165 246 44
361 482 37
162 413 92
209 498 30
213 450 69
269 282 27
269 320 21
104 352 45
226 268 86
301 370 74
114 363 98
131 465 86
72 284 66
308 473 18
217 315 58
101 338 78
176 240 9
173 304 21
217 409 68
173 191 72
133 279 23
3 139 16
381 490 8
76 149 98
268 282 67
247 348 25
208 321 36
124 466 82
495 521 81
426 530 14
139 244 21
180 242 18
68 90 81
166 442 31
221 493 38
410 424 11
168 194 55
367 419 33
33 396 74
301 407 17
76 122 90
254 414 38
27 332 16
200 326 79
14 185 73
40 75 41
458 467 81
298 537 18
453 540 30
33 320 34
65 161 39
382 472 99
152 214 7
535 536 28
10 112 22
17 62 100
319 440 58
35 158 15
206 392 17
362 503 38
3 97 99
43 199 60
26 277 24
232 504 79
304 334 18
110 509 67
217 346 25
63 424 16
177 532 62
87 260 40
258 541 91
167 494 99
35 492 29
142 277 88
302 453 99
153 291 57
104 495 95
415 443 89
116 177 30
297 532 100
33 78 47
307 497 99
21 489 29
359 366 100
261 395 65
82 383 100
215 514 32
225 420 43
380 421 92
83 505 83
73 461 97
445 501 80
90 217 93
284 458 15
211 277 69
93 291 88
422 504 69
326 539 26
159 402 36
148 176 81
235 446 63
84 230 90
267 343 44
43 274 4
316 479 42
406 508 85
161 169 74
146 319 75
59 276 70
122 410 39
274 432 25
189 467 58
226 507 52
388 424 51
50 426 56
303 444 69
139 165 37
132 502 5
1 405 84
14 34 30
476 483 46
305 510 56
101 261 26
218 333 93
262 437 30
4 116 41
113 418 31
288 534 23
53 206 32
47 50 14
39 236 48
293 456 44
44 276 27
40 285 2
58 340 52
43 185 30
242 340 52
87 539 69
147 312 49
395 439 27
196 247 54
67 258 54
363 456 87
228 278 63
47 460 8
50 451 46
275 301 61
142 480 90
103 206 43
59 61 27
156 236 9
182 216 100
275 327 6
26 335 71
404 425 24
44 411 69
146 297 23
132 529 98
11 156 70
108 143 14
382 518 6
144 519 9
158 468 11
47 156 62
112 391 25
238 511 58
171 388 63
270 379 33
190 415 48
64 85 72
66 86 48
146 457 90
77 204 50
106 226 99
315 541 66
29 209 56
58 438 57
224 491 76
68 76 95
91 434 10
2 235 71
4 65 90
366 503 83
215 445 31
150 336 24
475 483 40
277 323 14
100 208 51
152 274 27
118 134 80
12 155 39
241 473 12
458 522 32
14 215 42
31 275 63
265 352 57
278 429 76
97 384 98
101 511 21
197 299 66
358 497 77
37 352 44
241 377 96
144 186 6
222 311 48
157 380 65
432 481 97
332 517 6
35 49 66
186 416 49
93 333 51
140 270 12
147 444 84
266 397 29
45 229 80
107 273 95
7 459 67
234 482 56
131 486 16
148 526 83
268 378 58
98 495 73
453 503 17
258 378 56
131 174 28
186 449 45
159 426 17
170 396 28
17 168 86
2 252 52
460 488 30
31 541 67
226 342 1
168 440 19
5 301 39
118 524 11
265 401 60
199 424 17
84 249 16
322 529 19
49 343 34
335 446 33
362 413 14
205 400 33
91 108 15
48 209 95
157 445 56
142 474 81
423 438 100
143 514 39
57 317 26
259 387 63
20 492 15
197 220 72
59 315 25
275 445 54
62 69 67
178 215 44
84 271 83
99 123 3
488 518 10
19 254 8
227 394 14
5 314 56
95 502 27
205 393 57
53 266 81
126 155 46
122 530 30
361 389 40
344 457 1
175 418 89
361 408 83
72 534 76
48 212 75
360 379 23
162 335 18
392 467 90
311 322 36
5 239 93
214 502 24
161 453 66
258 289 5
216 425 27
375 519 90
64 432 12
224 387 98
81 432 24
290 517 98
79 386 50
19 168 58
293 455 91
17 466 88
194 448 86
442 483 61
53 179 49
25 502 19
122 312 40
181 285 36
369 454 39
397 515 20
148 173 85
303 485 28
237 400 36
23 429 8
203 469 72
282 431 81
221 514 73
34 218 87
356 507 60
221 256 99
122 252 83
14 174 65
8 500 4
184 353 16
83 134 32
148 353 3
39 81 8
311 485 28
3 25 36
480 521 71
148 247 13
322 357 99
368 403 14
57 257 33
104 368 12
103 147 69
195 305 49
101 267 49
88 308 82
271 406 5
232 439 23
210 529 49
310 501 20
137 382 59
282 389 5
113 492 53
135 467 42
40 523 42
414 521 59
217 281 42
243 515 76
301 530 88
329 510 77
472 493 12
48 288 48
23 530 64
270 529 66
264 357 26
263 316 58
80 134 19
204 220 60
200 287 100
88 389 62
241 296 81
282 404 70
29 277 50
369 380 48
262 378 90
190 340 64
